token,surprisal
 discussion,12.07414722442627
 in,6.073486804962158
 the,2.2034952640533447
 following,6.418295383453369
 paper,9.167472839355469
 steps,13.877429008483887
 back,3.678680419921875
 and,4.699471473693848
 reflects,6.075252532958984
 on,1.7409483194351196
 the,1.3442620038986206
 role,6.528212070465088
 of,0.5251419544219971
 the,3.137179374694824
 I,9.870981216430664
LC,8.741761207580566
 Articles,17.182846069335938
 in,1.44236159324646
 the,1.832720160484314
 wider,9.001703262329102
 field,7.209863662719727
 of,0.11325255781412125
 international,6.6722235679626465
 law,2.8738749027252197
.,1.2124310731887817
3,11.461374282836914
 Three,10.243892669677734
 comments,9.753978729248047
 by,5.82230806350708
 James,8.658502578735352
 Crawford,9.564693450927734
",",2.517895460128784
 which,8.088577270507812
 in,7.980006694793701
 our,7.159866809844971
 view,2.713073253631592
 capture,10.553509712219238
 three,9.517702102661133
 essential,7.267914772033691
 features,4.819833755493164
 of,0.40005481243133545
 the,0.810700535774231
 I,1.86989426612854
LC,0.00695831747725606
 Articles,2.088067054748535
",",3.2624287605285645
 structure,16.827659606933594
 the,2.1031033992767334
 discussion,2.6897470951080322
.,5.3544464111328125
