token,surprisal
 you,6.697644233703613
're,2.8269827365875244
 covered,12.878314018249512
 when,7.729253768920898
 it,3.8835487365722656
 comes,0.2889782786369324
 to,0.02224912866950035
 your,4.0621232986450195
 medical,7.9314680099487305
 bills,3.044149160385132
 because,7.551175594329834
 you,1.2320325374603271
 have,3.1912038326263428
 good,8.780404090881348
 health,3.819275379180908
 insurance,0.4002760946750641
?,3.2176756858825684
 Don,6.473287105560303
't,0.004330394323915243
 be,3.1776058673858643
 so,4.57777214050293
 sure,2.8646793365478516
.,1.1407779455184937
