token,surprisal
 population,12.077925682067871
 of,1.0907138586044312
 Rome,9.931751251220703
",",3.066206455230713
 the,4.132625579833984
 excessive,17.853492736816406
 increase,8.796133041381836
 of,1.5033836364746094
 which,5.725686550140381
 had,5.073887348175049
 been,2.1939444541931152
 the,4.089941024780273
 principal,6.001891136169434
 al,16.965303421020508
iment,0.6527087092399597
 of,0.75960373878479
 sed,12.273839950561523
itions,7.838095664978027
",",1.5404918193817139
 was,2.111377716064453
 called,9.644609451293945
 to,4.889841556549072
 labour,11.239704132080078
 and,3.8046600818634033
 a,7.4425435066223145
 country,10.33856201171875
 life,7.57862663269043
;,5.985480785369873
 the,3.696686029434204
 greater,8.302257537841797
 part,0.23200149834156036
 of,0.4787355363368988
 the,1.2569743394851685
 countries,11.281475067138672
 of,2.79388689994812
 Italy,4.57983922958374
",",1.6006447076797485
 which,4.959497451782227
 had,2.1811509132385254
 lost,7.865021705627441
 their,1.733317494392395
 inhabitants,4.743908405303955
",",1.178680181503296
 were,1.5402079820632935
 re,9.196144104003906
-,0.7316103577613831
pe,13.443198204040527
op,2.010159730911255
led,0.021906930953264236
.,4.532752513885498
