token,surprisal
ipher,13.778546333312988
al,0.5088446736335754
 route,12.8539457321167
 to,3.935922145843506
 persuasion,18.15286636352539
:,4.505012035369873
 This,8.709731101989746
 aspect,11.053258895874023
 of,0.9169716238975525
 the,2.389026165008545
 El,14.525495529174805
abor,6.975865840911865
ation,2.558652639389038
 Like,16.373905181884766
lihood,2.1425793170928955
 Model,5.071991920471191
 identifies,8.507935523986816
 ,16.08261489868164
 that,16.33145523071289
 messages,13.739547729492188
 requiring,9.53529167175293
 minimal,12.332724571228027
 mental,9.580121994018555
 processing,5.535310745239258
 result,10.686440467834473
 in,0.19234035909175873
 short,9.681830406188965
-,1.0148524045944214
term,0.5480073094367981
 attitude,16.341524124145508
 changes,1.7668018341064453
",",2.840252161026001
 ,11.998647689819336
 especially,8.485499382019043
 with,5.972270488739014
 an,6.078678131103516
 audience,6.7011637687683105
 who,3.8345751762390137
 is,2.2354683876037598
 not,3.8004672527313232
 motivated,6.7842817306518555
 and,6.715057849884033
 has,4.863893032073975
 low,5.857821941375732
 involvement,10.519362449645996
 with,2.3497188091278076
 the,1.8319587707519531
 ,7.38457727432251
 subject,9.718910217285156
/,9.19272232055664
topic,5.100525856018066
